IUCA,Texto,Etiqueta
46,¿Desde qué servicio de AFIP ingreso mi actividad económica?,procedimiento
46,¿Qué debo hacer para declarar mis actividades económicas?,procedimiento
46,¿Qué necesito para inscribir mi actividad económica?,procedimiento
46,¿A dónde debo ir para declarar una actividad económica?,procedimiento
46,¿Cómo debo hacer si quiero declarar una actividad?,procedimiento
46,"¿Para inscribir una actividad económica, por dónde debo ingresar?",procedimiento
47,¿Puede un condominio ser Monotributista?,si_no
47,¿Existe un tratamiento especial para los condominios?,si_no
47,¿Los condóminos pueden ser Monotributistas?,si_no
47,¿Qué documentación deben presentar los condóminos para inscribirse?,manera
47,¿Los condominios pueden inscribirse en el monotributo?,si_no
47,¿Cuáles son los requisitos para que un condómino sea monotributista?,manera
47,¿Los condominios tienen un trato especial para adherirse al monotributo?,si_no
47,¿Se pueden adherir individualmente al monotributo cada condómino de un condominio?,si_no
47,¿Es compatible un condominio con el monotributo?,si_no
47,¿Cuál es el tratamiento especial para los condominios?,manera
48,¿Qué opciones tengo para elegir en cuanto al aporte jubilatorio?,manera
48,¿Cuáles son las posibilidades de aportes jubilatorios que tienen los monotributistas?,manera
48,¿Todos los monotributistas deben realizar aportes de jubilación?,si_no
48,¿Cuáles son las opciones que tengo para el aporte de jubilación?,manera
48,"Cómo monotributista, ¿que opciones tengo para los aportes de jubilación?",manera
48,¿Qué opciones tengo en cuanto a los aportes jubilatorios?,manera
48,¿Qué opción para aporte jubilatorio debo ingresar?,manera
48,¿Debo seleccionar una opción para aportes de jubilación?,si_no
48,¿Cuál opción me corresponde seleccionar para aportes de jubilación?,manera
49,En caso que por mi actividad no esté obligado a considerar los parámetros ¿Cómo debo completar estos campos?,manera
49,"¿Debo poner un ""cero"" en los parámetros cuando por mi actividad no debo tenerlos en cuenta?",si_no
49,¿Qué debo escribir en los espacios destinados a los parámetros si por mi actividad no estoy a ingresarlos?,manera
49,¿Cómo debo contestar en los campos donde por mi actividad no debo considerarlos?,manera
49,¿Qué es lo que debo ingresar cuando no estoy obligado a contestar?,manera
49,"Si no necesito poner ingresos brutos, ¿qué debo poner en su lugar?",manera
49,¿Que pongo en los campos en los que no necesito contestar dada mi actividad?,manera
49,"En los campos en los que no es necesario contestar, ¿debo poner algo?",si_no
50,¿Desde cuándo soy Monotributista?,temporal
50,¿Soy Monotributista desde el día en que me inscribo?,temporal
50,¿Puedo inscribirme en el Monotributo retroactivamente?,si_no
50,¿El alta del Monotributo depende del día o del mes en que lo haga?,temporal
50,¿Puedo inscribirme en el Monotributo hoy pero darle inicio el mes que viene?,si_no
50,¿A partir de cuándo ya soy monotributista?,temporal
50,¿Si me adhiero al monotributo ya soy monotributista?,si_no
50,¿Cuándo puedo llamarme monotributista si realizo la inscripción hoy?,temporal
50,¿Es posible hacer la inscripción al monotributo pero no empezar las actividades aún? ,si_no
50,"Una vez inscripto, ¿ya tiene efecto el monotributo?",si_no
51,¿Qué deben hacer las sucesiones indivisas que son monotributistas?,manera
51,¿Las sucesiones indivisas deben hacer aportes jubilatorios?,si_no
51,¿Qué conceptos deben abonar las sucesiones indivisas?,manera
51,¿Qué deben ingresar las sucesiones indivisas monotributistas?,manera
51,¿Deben abonar algo las sucesiones indivisas que son monotributistas?,si_no
51,¿Las sucesiones indivisas monotributistas deben abonar algo más que el componente impositivo?,si_no
51,"Además del componente impositivo, ¿qué deben ingresar las sucesiones indivisas adheridas al monotributo?",manera
51,"¿Si una sucesión indivisa está adherida al monotributo, qué debe abonar?",manera
52,Si soy asociado de una Cooperativa de Trabajo ¿Cómo me doy de alta en el Monotributo? ,manera
52,¿Cuál es el trámite de alta que debe realizar un asociado de una Cooperativa de Trabajo?,manera
52,¿Puedo inscribirme online en caso de ser asociado a Cooperativa de Trabajo?,si_no
52,¿Qué debo hacer para inscribirme al monotributo si soy asociado a una cooperativa de trabajo?,manera
52,"Siendo asociado a cooperativas de trabajo, ¿me puedo inscribir a un monotributo?",si_no
52,¿Un asociado a cooperativas de trabajo puede adherirse al monotributo?,si_no
52,¿Cómo puedo realizar el trámite de inscripción al monotributo si estoy asociado a una cooperativa de trabajo?,manera
52,¿Me puedo dar de alta al monotributo estando asociado a una cooperativa de trabajo?,si_no
53,¿Cuándo pago por primera vez al darme de alta el Monotributo?,temporal
53,¿El mismo mes en que me inscribo debo pagar?,si_no
53,¿Debo pagar el monotributo el día en que me doy de alta?,si_no
53,"Una vez inscripto, ¿cuándo debo pagar el monotributo por primera vez?",temporal
53,¿Cuánto tiempo me dan para hacer el primer pago al monotributo una vez inscripto?,temporal
53,"Una vez iniciadas las actividades del monotributo, ¿hasta cuándo tengo para realizar el primer pago?",temporal
53,¿Debo pagar en el primer mes de haber iniciado las actividades del monotributo?,si_no
53,¿Cuándo es mi fecha de vencimiento para realizar el primer pago una vez iniciado las actividades del monotributo?,temporal
54,¿Cómo obtengo la credencial de pago?,procedimiento
54,¿De dónde puedo sacar la credencial de pago?,referencia
54,¿Puedo obtener la credencial de pago en la página de AFIP?,si_no
54,¿Qué necesito para ver mi credencial de pago?,procedimiento
54,"Si quiero imprimir credencial de pago, ¿qué debo hacer?",procedimiento
54,¿Cómo puedo ver mi credencial de pago?,procedimiento
54,¿Puedo descargar la credencial de pago?,si_no
54,¿Qué necesito descargar para la credencial de pago?,procedimiento
54,¿puedo obtener mi credencial de pago con una clave fiscal de cualquier nivel?,si_no
55,¿Código único de revista es lo mismo que CUR?,si_no
55,¿Qué significa código único de revista?,definicion
55,¿Dónde puedo obtener el CUR?,referencia
55,¿El CUR es igual para todos los Monotributistas?,si_no
55,¿Para qué uso el código único de revista?,razon
55,¿Para qué sirve el CUR?,razon
55,¿Un código CUR cuántos dígitos debe tener?,definicion
55,¿Qué es el código CUR?,definicion
55,¿Se puede cambiar el código CUR?,si_no
56,¿Cómo es el trámite para pasar de Responsable Inscripto a Monotributista?,procedimiento
56,¿Qué pasos debo seguir para cambiar de Régimen General a Régimen Simplificado?,procedimiento
56,Si soy Responsable Inscripto y deseo cambiarme al Monotributo ¿Cómo tengo que hacer?,procedimiento
56,¿Qué debo hacer si quiero pasarme a monotributista siendo responsable inscripto?,procedimiento
56,¿Cuáles son los pasos para hacer un traspaso de responsable inscripto a monotributista?,procedimiento
56,¿Debo dar de baja al impuesto a las ganancias si me transfiero de responsable inscripto a monotributista?,si_no
56,¿Cómo debo dar de baja al impuesto a las ganancias si me transfiero de responsable inscripto a monotributista?,procedimiento
56,¿Cuáles son los requisitos a tramitar para cambiar de responsable inscripto a monotributista?,procedimiento
56,"¿Qué debo hacer si quiero cambiar de régimen, de general a simplificado?",procedimiento
57,Si me pasé de Responsable Inscripto a Monotributista ¿Qué hago con el saldo a favor que tenía?,manera
57,¿Hay algún tratamiento para el saldo a favor que tenía cuando era Responsable Inscripto?,manera
57,Como Monotribustita ¿Puedo utilizar el saldo a favor que tenía de cuando era Responsable Inscripto?,si_no
57,"Si siendo responsable inscripto tenía un saldo a favor en el impuesto a las ganancias, ¿qué sucederá con el mismo cuando me traspase al monotributo?",manera
57,¿Se me puede devolver el saldo a favor de retenciones que tenía siendo responsable inscripto y ahora monotributista?,si_no
57,¿Se pierde el saldo a favor que tengo como responsable inscripto una vez me cambie al monotributo?,si_no
57,¿Qué sucederá con mi saldo a favor cuando deje de ser responsable inscripto y pase a ser monotributista?,manera
57,"Si un responsable inscripto con saldo a favor se cambia al monotributo, ¿qué sucede con ese saldo?",manera
58,¿Qué cosas puedo hacer en el portal Monotributo?,manera
58,¿Qué documentación puedo obtener en el servicio de Monotributo?,manera
58,"¿Qué trámites puedo hacer en ""Mi Monotributo""?",manera
58,¿Qué cosas puedo hacer en la sección de monotributo?,manera
58,¿En la parte de monotributo puedo cambiar mi dirección fiscal?,si_no
58,¿Qué otros trámites puedo realizar en la parte de monotributo además de darle el alta?,manera
58,¿Puedo obtener algunos comprobantes electrónicos en la parte de monotributo?,si_no
58,¿Puedo darme alta como empleador en la parte de monotributo?,si_no
59,¿Puedo ser Monotributista si obtengo ingresos por locación de inmuebles en el exterior?,si_no
59,Los monotributistas adheridos por locación de inmuebles ¿Deben serlo por inmuebles situados en Argentina solamente?,si_no
59,¿Debo cumplir con algún requisito específico para ser Monotributista con ingresos por locación de inmuebles situadios en el exterior?,si_no
59,"Si tengo inmuebles alquilados en el exterior, ¿puedo ser monotributista con esos ingresos?",si_no
59,"Si una persona tiene como ingreso el alquiler de inmuebles en el exterior, ¿puede inscribirse en el monotributo?",si_no
59,¿Puede una persona adherirse al monotributo si su ingreso depende del alquiler de inmuebles fuera de Argentina?,si_no
59,"Un propietario de inmuebles en el exterior cuyo ingreso depende del alquiler de los mismos, ¿puede ser monotributista?",si_no
59,"Si vivo en Argentina pero tengo como ingreso el alquiler de una propiedad en el exterior, ¿puedo inscribirme en el monotributo?",si_no
60,¿En qué casos se modifica la credencial de pago?,razon
60,¿Qué datos del Monotributo generan la credencial de pago?,razon
60,Si realizo algunos cambios en el Monotributo ¿Cambia también la credencial de pago?,si_no
60,¿Cuándo se debe sustituir la credencial de pago?,razon
60,"Si cambio de obra social, ¿se necesitará cambiar la credencial de pago?",si_no
60,¿Cómo obtengo una nueva credencial de pago?,manera
60,¿Qué datos pueden llevar a tener que sustituir la credencial de pago?,razon
60,¿La sustitución de la credencial de pago puede estar relacionada con las modificaciones en el CUR?,si_no
61,¿Cómo es el trámite para dar de baja una persona de la Obra Social?,procedimiento
61,¿Qué tengo que hacer para dar de baja a un integrante de la Obra Social?,procedimiento
61,¿Puedo dar de baja a una persona de la Obra Social desde Mi Monotributo?,si_no
61,¿Puedo modificar datos de mis adherentes de la Obra Social desde la web de AFIP?,si_no
61,¿Cómo sacar a una persona de la obra social?,procedimiento
61,"Si quiero dar de baja a una persona de mi obra social, ¿cómo puedo hacerlo?",procedimiento
61,"Para dar de baja a una persona de mi obra social, ¿a dónde debo dirigirme?",referencia
61,¿Qué debo hacer si quiero sacar a alguien de mi grupo familiar de la obra social?,procedimiento
61,"Para sacar alguien de la obra social, ¿qué debo hacer?",procedimiento
62,¿Qué debo hacer si cambio mi actividad?,procedimiento
62,Si cambio mi actividad ¿Tengo que informarle a AFIP?,si_no
62,¿En qué casos considera AFIP que cambié mi actividad?,razon
62,¿Cómo informo un cambio de actividad?,procedimiento
62,¿Qué trámite debo hacer para cambiar de actividad?,procedimiento
62,¿Debo informar cada vez que cambio de actividad?,si_no
62,"Si quiero cambiar de actividad, ¿cómo lo informo?",procedimiento
62,"Para cambiar de actividad, ¿qué necesito hacer?",procedimiento
62,¿Cómo hago si quiero informar un cambio de actividad?,procedimiento
63,Si comencé a ser empleado en relación de dependencia ¿Debo informarlo en mi Monotributo?,si_no
63,Si inicié una relación de dependencia ¿Debe realizar algún trámite mi empleador?,si_no
63,¿Cómo informo un inicio de relación de dependencia en el Monotributo?,procedimiento
63,"Si ahora soy un empleado en relación de dependencia, ¿cómo lo informo en mi monotributo?",procedimiento
63,¿Debo modificar los datos de mi monotributo si comencé a trabajar en relación de dependencia?,si_no
63,¿Cómo cambio mi monotributo si ahora soy empleado en relación de dependencia?,procedimiento
63,¿Un monotributista debe cambiar de situación si ahora es empleado en relación de dependencia?,si_no
63,"Si tengo un monotributo, debo modificar los datos si quiero iniciar una relación de dependencia?",si_no
64,Si me jubilo y sigo con mi actividad ¿Debo informarlo en Mi Monotributo?,si_no
64,¿Cambia algo en mi Monotributo si me jubilo?,si_no
64,¿Cómo es el trámite para informar que me jubilé?,procedimiento
64,¿Qué trámite debo hacer en mi monotributo si me he jubilado pero continúo en actividad?,procedimiento
64,¿Cómo informo sobre mi jubilación en mi monotributo?,procedimiento
64,Para continuar con la actividad y el monotributo habiéndome jubilado ¿cómo puedo hacerlo?,procedimiento
64,"Si una persona se jubila pero aún continúa con la actividad, ¿Debe cambiar algo en su monotributo?",si_no
64,¿Cómo una persona debe modificar los datos de monotributo si ahora es jubilado?,procedimiento
65,¿Qué tengo que hacer si realizo aportes en una caja previsional de la provincia?,procedimiento
65,¿Influye en mi monotributo si comienzo a aportar a una caja previsional provincial?,si_no
65,¿Cómo es el trámite para informar mis aportes a una caja previsioanl provincial?,procedimiento
65,¿Debo modificar mi monotributo en caso de hacer aportes a una caja previsional de la provincia?,si_no
65,"Si empiezo a aportar en una caja previsional provincial, ¿tengo que informarlo en el monotributo?",si_no
65,¿Qué trámites tengo que hacer para informar a mi monotributo los aportes en una caja previsional provincial?,procedimiento
65,"Si estoy obligado a aportar en una caja previsional de la provincia, ¿cómo informo mi situación al monotributo?",procedimiento
65,¿Cómo modifico los datos del monotributo para indicar los aportes en una caja previsional provincial?,procedimiento
66,¿Qué trámite debo hacer si cambio mi obra social?,procedimiento
66,¿Puedo hacer el cambio de obra social de manera online?,si_no
66,¿Qué documentación necesito para hacer el cambio de obra social?,procedimiento
66,¿Qué debo hacer para tramitar un cambio de obra social?,procedimiento
66,¿Qué tengo hacer si quiero cambiar de obra social?,procedimiento
66,¿Cómo puedo hacer para cambiar de obra social?,procedimiento
66,¿Cómo debe proceder un monotributista si desea cambiar de obra social?,procedimiento
66,Para cambiar de obra social ¿una persona monotributista puede hacerlo desde la web?,si_no
67,¿Puedo agregar a un adherente a la obra social en cualquier momento?,si_no
67,¿Cómo es el trámite para añadir un adherente a la obra social?,procedimiento
67,¿Puedo incorporar un adherente a la obra social desde la web de AFIP?,si_no
67,¿Cómo puedo agregar a una persona a la obra social?,procedimiento
67,¿Qué debo hacer si quiero agregar a alguien a la obra social?,procedimiento
67,"Si quiero ingresar un integrante de mi familia a la obra social, ¿qué debo hacer?",procedimiento
67,¿Puedo incorporar gente a mi obra social?,si_no
67,¿Cómo puedo incorporar gente a mi obra social?,procedimiento
67,¿Cuáles son los requisitos para ingresar una persona a la obra social?,procedimiento
68,¿Cómo informo un cambio de domicilio?,procedimiento
68,¿El cambio de domicilio se realiza online?,procedimiento
68,¿Debo presentar algún formulario para notificar un cambio de domicilio?,si_no
68,¿De qué manera se modifica el domicilio ?,procedimiento
68,¿Cómo se puede cambiar el domicilio ?,procedimiento
68,¿Cómo se procede para cambiar la dirección?,procedimiento
68,¿Cómo se modifica la dirección?,procedimiento
68,¿De qué forma se modifica el domicilio ?,procedimiento
69,¿Qué pasa si transcurrieron 30 días desde que infromé el cambio de domicilio y aún no recibí el código de confirmación?,procedimiento
69,¿Puedo volver a informar el cambio de domicilio si aún no recibí el código de confirmación?,si_no
69,¿El cambio de domicilio está concluido por más que no haya recibido un código de confirmación?,si_no
69,"¿Cómo seguir si pasados los 30 días de haber realizado el cambio del domicilio mediante el servicio ""Sistema Registral"", no se recibe el código de confirmación?",procedimiento
69,"¿Qué se debe hacer si pasados los 30 días de haber realizado el cambio del domicilio mediante el servicio ""Sistema Registral"", no se recibe el código de confirmación?",procedimiento
69,"Para el caso de una persona que realizó el cambio del domicilio mediante el servicio ""Sistema Registral"" y luego de 30 días, ¿Cómo se debe proceder si  no se recibe el código? ",procedimiento
69,"Si una persona llevó a cabo el cambio del domicilio mediante el servicio ""Sistema Registral"" y después de 30 días, ¿Qué se debe hacer si  no se recibe el código de confirmación?",procedimiento
69,"¿Cómo reclamar si pasados los 30 días de haber efectuado el cambio del domicilio a través el servicio ""Sistema Registral"", no se recibe el código de confirmación?",procedimiento
70,¿Cuáles son los pasos para recategorizarme? ,procedimiento
70,¿Cómo me recategorizo?,procedimiento
70,¿Cómo es el trámite de recategorización?,procedimiento
70,¿La recategorización se puede hacer de manera online?,si_no
70,¿De qué manera se realiza la recategorización?,procedimiento
70,¿De qué forma se realiza la recategorización?,procedimiento
70,¿Cuáles son los pasos  para realizar la recategorización?,procedimiento
70,¿De qué manera se lleva a cabo la recategorización?,procedimiento
70,¿De qué forma se lleva a cabo la recategorización?,procedimiento
71,¿Qué siginifica recategorizarme?,definicion
71,¿Es obligatoria la recategorización?,si_no
71,¿Siempre debo recategorizarme?,si_no
71,¿Cómo se define la recategorización?,definicion
71,¿A qué se refiere el concepto de  recategorización?,definicion
71,¿A qué se le denomina recategorización?,definicion
71,¿Cuál es la definición de  recategorización?,definicion
71,¿En qué consiste la  recategorización?,definicion
72,¿En qué fecha debo realizar la recategorización?,temporal
72,¿Me puedo recategorizar cuando quiero?,si_no
72,¿Hay una fecha establecida para recategorizarme?,temporal
72,¿Cuándo me debo recategorizar?,temporal
72,¿Cada cuánto tiempo hay que recategorizarse?,temporal
72,¿En qué tiempo se debe realizarse la recategorización?,temporal
72,¿En qué momento se debe realizarse la recategorización?,temporal
72,¿A partir de cuándo se puede llevar a cabo la recategorización?,temporal
72,¿En qué tiempo se puede llevar a cabo la recategorización?,temporal
72,¿En qué momento se puede llevar a cabo la recategorización?,temporal
73,¿Debo pasar a ser Responsable Inscripto si mi facturación de mi primer semetre de actividad supera el límite impuesto para la categoría más alta del Monotributo?,si_no
73,¿Puedo quedar excluido del Monotributo por superar los ingresos máximos establecidos por más que lleve menos un año como inscripto?,si_no
73,"Para el caso que transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?",si_no
73,"¿Se puede inscribir en el Régimen General, si pasados un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima?",si_no
73,"Si pasados un semestre desde la inscripción y al anualizar  los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿Se permite la inscripción en el régimen general?",si_no
73,"En el caso que luego de 6 meses desde la inscripción y al anualizar los ingresos brutos para la recategorización, se pasa del límite de la categoría máxima, ¿Se puede inscribir en el régimen general?",si_no
73,"¿Le corresponde la inscripción en el Régimen General, para el caso que transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se sobrepasó el límite de la categoría máxima?",si_no
74,¿Cómo puedo saber si estoy incumpliendo con algún o algunos requisistos del Monotributo?,referencia
74,¿Dónde puedo ver mis inconsistencias en el Monotributo?,referencia
74,¿En qué lugar se podrá consultar el monotributista si tiene inconsistencias?,referencia
74,¿Dónde podrá consultar el monotributista si tiene datos inconsistentes ?,referencia
74,¿Dónde se podrá consultar el monotributista si tiene datos erróneos?,referencia
74,¿En qué sitio podrá consultar el monotributista si tiene inconsistencias?,referencia
74,¿En qué sitio podrá consultar el monotributista si tiene  datos inconsistentes?,referencia
75,¿Qué parámetros debo tener en cuenta para recategorizarme?,manera
75,¿Qué cosas debo tener en cuenta al momento de la recategorización?,manera
75,¿Cuáles son los parámetros que influyen en la recategorización?,manera
75,¿Qué parámetros se tienen que considerar en la recategorización?,manera
75,¿Qué parámetros se deben considerar en la recategorización?,manera
75,¿Qué variables se debe considerar en la recategorización?,manera
75,"En la recategorización, ¿Qué parámetros se tienen que considerar?",manera
75,¿Cuáles son las variables a considerar en la recategorización?,manera
76,¿Cómo me recategorizo si aún no transcurrieron 12 meses desde mi inscripción? ,manera
76,¿Cómo determino mis parámetros si no pasaron 12 meses desde mi inscripción?,manera
76,¿Debo recategorizarme si aún no fui Monotributista por más de 12 meses?,si_no
76,"¿De qué forma se lleva a  cabo el cálculo a los efectos de la recategorización, en el caso que no se supere el año de antiguedad realizando una actividad?",manera
76,"Si se desarrolla una  actividad y no sean transcurrieron 12 meses, ¿De qué manera se realiza el cálculo a los efectos de la recategorización?",manera
76,"Si desde el inicio de una actividad no han pasados los doce meses, ¿Cómo se lleva a cabo el cálculo a los efectos de la recategorización?",manera
76,"Para el caso de una persona que realiza una actividad y todavía no supera el año, ¿De qué forma se realiza el cálculo a los efectos de la recategorización?",manera
76,"¿Cómo se debe de realizar el cálculo a los efectos de la recategorización, en el caso que no transcurrieron 12 meses desde el inicio de una actividad?",manera
77,Si me recategorizo ¿Cuándo empiezo a pagar el nuevo importe?,temporal
77,¿A partir de qué momento comienzo a pagar el nuevo importe una vez que me recategorizo?,temporal
77,Luego de la recategorización ¿Desde cuándo pago el importe de la nueva categoría?,temporal
77,Un sujeto recategorizado ¿En qué momento se empieza a pagar el importe de la nueva categoría?,temporal
77,¿En qué momento se empieza a pagar el importe de la nueva categoría para las personas recategorizadas?,temporal
77,¿En qué tiempo se comienza a pagar el importe de la nueva categoría para las personas recategorizadas?,temporal
77,"Una vez efectuada la recategorización, ¿En qué momento se comienza a pagar el importe de la nueva categoría?",temporal
77,"Para el caso de un sujeto recategorizado, ¿En qué tiempo se comienza abonar la nueva categoría?",temporal
78,¿Es obligatoria la recategorización?,si_no
78,¿Todos los monotributistas deben recategorizarse?,si_no
78,¿Cuándo estoy obligado a recategorizarme?,razon
78,¿Cuáles son las excepciones a la recategorización?,razon
78,¿En qué situaciones los monotributistas no deben recategorizarse?,razon
78,¿En qué casos los monotributistas se encuentran exceptuados de recategorizarse?,razon
78,¿Qué deben cumplir los monotributistas para no efectuar la recategorización?,razon
78,¿En qué situaciones los monotributistas están exceptuados de recategorizarse?,razon
78,¿En qué casos los monotributistas no están obligados a realizar la recategorización?,razon
79,¿Qué pasa si me recategorizo de manera incorrecta?,procedimiento
79,¿Tengo que pagar una sanción si me recategoricé mal?,si_no
79,¿Cuáles son las consecuencia de una recategorización errónea?,procedimiento
79,"Para el caso de recategorización inexacta, ¿Cuáles son las sanciones y  los pasos a seguir?",procedimiento
79,¿Qué tipo de sanción y el procedimiento a realizar en caso que la recategorización efectuada sea inexacta?,procedimiento
79,¿Qué penalidad y cómo se continuará  para el caso de una recategorización inexacta?,procedimiento
79,¿Qué sanción se aplicará y los pasos a seguir luego de una recategorización inexacta?,procedimiento
79,¿Cuál es la pena y el trámite a seguir  para el caso que la  recategorización realizada sea inregular?,procedimiento
80,¿Cómo completo los parámetros que no tengo que tener en cuenta de acuerdo a mi actividad?,manera
80,¿Qué debo poner en los campos a completar por parámetros que no debo tener en cuenta en mi Monotributo?,manera
80,"¿Cómo se deben completar los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo, si por el tipo de actividad no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
80,"¿De qué manera se deben completar los campos correspondientes al momento de llevar a cabo la adhesión o recategorización al Monotributo, para el caso de actividades que no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
80,"Para el caso de tipos de actividades que no consideran parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿De qué manera se completan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo?",manera
80,"Si un tipo de actividades no tiene en cuenta parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿Cómo se dejan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo?",manera
80,"¿Cómo se rellenan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo, si por el tipo de actividad no se les corresponde determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
81,Pasar de Monotributo a Monotributo del Régimen de Inclusión social y promoción del trabajo independiente ¿Es recategorizarse?,si_no
81,Pasar de Monotributo a Monotributo del Régimen de Inclusión social y promoción del trabajo independiente ¿Es cambiar de categoría o de régimen? ,manera
81,"Para el caso de modificación de la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa, ¿Es una recategorización?",si_no
81,"¿Es recategorización, si se altera la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa?",si_no
81,"¿Se considera recategorización, si se modifica la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa?",si_no
81,"En el caso de cambio de la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa, ¿Se considera recategorización?",si_no
81,"Si se tiene el caso de cambio de la condición de Monotributo a Monotributo Régimen de inclusión social y promoción del trabajo independiente o viceversa, ¿Se tiene recategorización?",si_no
82,¿Cuándo me puede recategorizar AFIP?,razon
82,¿AFIP me puede recategorizar?,si_no
82,¿Recategorización de oficio significa que AFIP me recategoriza?,si_no
82,Si hice mal mi recategorización ¿Puede AFIP volver a recategorizarme?,si_no
82,¿Qué se debe cumplir para proceder a la recategorización de oficio?,razon
82,¿En qué casos se continuará con la recategorización de oficio?,razon
82,¿Qué se debe cumplir para continuar con la recategorización de oficio?,razon
82,¿Qué debe suceder para proceder a la recategorización de oficio?,razon
82,¿Qué debe suceder para continuar a la recategorización de oficio?,razon
83,¿Qué parámetros tiene en cuenta AFIP para recategorizarme?,manera
83,¿En la recategorización de oficio se tienen en cuenta todos los parámentros por más que no correspondan a mi actividad?,si_no
83,¿Qué información tiene en cuenta AFIP al momento de recategorizarme de oficio?,manera
83,¿Qué variables se aplicarán para determinar la recategorización de oficio?,manera
83,"Para determinar la recategorización de oficio, ¿Qué parámetros se aplicarán?",manera
83,¿Qué normativas se tendrán en cuenta para determinar la recategorización de oficio?,manera
83,¿Qué procedimientos serán usados para  la recategorización de oficio?,manera
83,¿Qué variables se tendrán en cuenta para  la recategorización de oficio?,manera
84,¿Cómo me notifica AFIP de una recategorización de oficio?,manera
84,¿Cómo me entero que fui recategorizado de oficio?,manera
84,¿A través de qué vía AFIP me informa la recategorización de oficio?,manera
84,¿De qué manera se notifica la recategorización de oficio cuando sea por controles sistémicos?,manera
84,¿Cómo se lleva a cabo la notificación para la recategorización de oficio cuando sea por controles sistémicos?,manera
84,¿Cómo se realiza la notificación para la recategorización de oficio cuando sea por controles sistémicos?,manera
84,"En caso de  controles sistémicos, ¿Cómo se lleva a cabo la notificación para la recategorización de oficio?",manera
84,"En caso de  controles sistémicos, ¿ De qué manera se notifica la recategorización de oficio?",manera
85,¿Dónde veo los motivos por los cuales se me recategorizó de oficio?,referencia
85,¿Tengo acceso a las causales de la recategorización de oficio?,si_no
85,¿AFIP me informa cuáles fueron las causas que provocaron mi recategorización de oficio?,si_no
85,¿En qué lugar se podrán consultar los motivos de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
85,¿Está disponible un sitio donde se pueda buscar sobre los motivos de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
85,¿En qué sitio se puede buscar sobre los motivos de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
85,¿Existe un lugar donde se pueda consultar las razones de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
85,¿Es posible encontrar un lugar donde se pueda consultar las razones de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
86,"Si me recategorizan de oficio, ¿A partir de cuándo paso a la nueva categoría?",temporal
86,¿Desde qué fecha tienen vigencia mi nueva categoría en caso de recategorización de oficio?,temporal
86,"¿La fecha de entrada en vigencia de mi nueva categoría, a raíz de una recategorización de oficio, es la misma que si yo me hubiera recategorizado correctamente?",temporal
86,¿Cuándo se producen efectos de la recategorización de oficio?,temporal
86,¿En qué momento se producen efectos de la recategorización de oficio?,temporal
86,¿En qué momento se producen cambios de la recategorización de oficio?,temporal
86,¿En qué tiempo se producen efectos de la recategorización de oficio?,temporal
86,¿A partir de cuándo producen consecuencias de la recategorización de oficio?,temporal
87,¿Puedo hacer un reclamo ante una recategorización de oficio?,si_no
87,¿Debo aceptar si o si la recategorización de oficio?,si_no
87,¿Qué puedo hacer si no estoy de acuerdo con la recategorización de oficio?,procedimiento
87,¿Cuál es el trámite para expresar mi disconformidad con la recategorización de oficio?,procedimiento
87,¿Cuál es el trámite a seguir para el caso de disconformidad con la recategorización de oficio?,procedimiento
87,"Para el caso de disconformidad con la recategorización de oficio, ¿Cuáles son los procedimientos a seguir?",procedimiento
87,¿Qué trámite se debe efectuar para el caso  de disconformidad con la recategorización de oficio?,procedimiento
